Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
SC0,13-08-1994,Aberdeen,Hearts,3.0,1.0,H
SC0,13-08-1994,Falkirk,Celtic,1.0,1.0,D
SC0,13-08-1994,Hibernian,Dundee United,5.0,0.0,H
SC0,13-08-1994,Partick,Kilmarnock,2.0,0.0,H
SC0,13-08-1994,Rangers,Motherwell,2.0,1.0,H
SC0,20-08-1994,Aberdeen,Falkirk,2.0,2.0,D
SC0,20-08-1994,Celtic,Dundee United,2.0,1.0,H
SC0,20-08-1994,Hibernian,Kilmarnock,0.0,0.0,D
SC0,20-08-1994,Motherwell,Hearts,1.0,1.0,D
SC0,20-08-1994,Partick,Rangers,0.0,2.0,A
SC0,28-08-1994,Rangers,Celtic,0.0,2.0,A
SC0,28-08-1994,Kilmarnock,Motherwell,0.0,1.0,A
SC0,28-08-1994,Dundee United,Aberdeen,2.0,1.0,H
SC0,28-08-1994,Falkirk,Partick,2.0,1.0,H
SC0,28-08-1994,Hearts,Hibernian,0.0,1.0,A
SC0,10-09-1994,Dundee United,Motherwell,1.0,1.0,D
SC0,10-09-1994,Hibernian,Aberdeen,2.0,2.0,D
SC0,10-09-1994,Kilmarnock,Falkirk,1.0,1.0,D
SC0,10-09-1994,Partick,Celtic,1.0,2.0,A
SC0,11-09-1994,Rangers,Hearts,3.0,0.0,H
SC0,17-09-1994,Motherwell,Hibernian,1.0,1.0,D
SC0,17-09-1994,Hearts,Dundee United,2.0,1.0,H
SC0,17-09-1994,Aberdeen,Partick,1.0,1.0,D
SC0,17-09-1994,Celtic,Kilmarnock,1.0,1.0,D
SC0,17-09-1994,Falkirk,Rangers,0.0,2.0,A
SC0,24-09-1994,Aberdeen,Rangers,2.0,2.0,D
SC0,24-09-1994,Celtic,Hibernian,2.0,0.0,H
SC0,24-09-1994,Dundee United,Falkirk,1.0,0.0,H
SC0,24-09-1994,Hearts,Kilmarnock,3.0,0.0,H
SC0,24-09-1994,Partick,Motherwell,2.0,2.0,D
SC0,01-10-1994,Rangers,Dundee United,2.0,0.0,H
SC0,01-10-1994,Motherwell,Celtic,1.0,1.0,D
SC0,01-10-1994,Kilmarnock,Aberdeen,2.0,1.0,H
SC0,01-10-1994,Falkirk,Hearts,2.0,1.0,H
SC0,01-10-1994,Hibernian,Partick,3.0,0.0,H
SC0,08-10-1994,Celtic,Aberdeen,0.0,0.0,D
SC0,08-10-1994,Hibernian,Rangers,2.0,1.0,H
SC0,08-10-1994,Kilmarnock,Dundee United,0.0,2.0,A
SC0,08-10-1994,Motherwell,Falkirk,5.0,3.0,H
SC0,08-10-1994,Partick,Hearts,0.0,1.0,A
SC0,15-10-1994,Hearts,Celtic,1.0,0.0,H
SC0,15-10-1994,Falkirk,Hibernian,0.0,0.0,D
SC0,15-10-1994,Rangers,Kilmarnock,2.0,0.0,H
SC0,15-10-1994,Aberdeen,Motherwell,1.0,3.0,A
SC0,15-10-1994,Dundee United,Partick,0.0,1.0,A
SC0,22-10-1994,Celtic,Falkirk,0.0,2.0,A
SC0,22-10-1994,Dundee United,Hibernian,0.0,0.0,D
SC0,22-10-1994,Hearts,Aberdeen,2.0,0.0,H
SC0,22-10-1994,Kilmarnock,Partick,2.0,0.0,H
SC0,22-10-1994,Motherwell,Rangers,2.0,1.0,H
SC0,29-10-1994,Aberdeen,Dundee United,3.0,0.0,H
SC0,29-10-1994,Hibernian,Hearts,2.0,1.0,H
SC0,29-10-1994,Motherwell,Kilmarnock,3.0,2.0,H
SC0,29-10-1994,Partick,Falkirk,1.0,2.0,A
SC0,30-10-1994,Celtic,Rangers,1.0,3.0,A
SC0,05-11-1994,Falkirk,Aberdeen,2.0,1.0,H
SC0,05-11-1994,Hearts,Motherwell,1.0,2.0,A
SC0,05-11-1994,Kilmarnock,Hibernian,0.0,0.0,D
SC0,05-11-1994,Rangers,Partick,3.0,0.0,H
SC0,05-11-1994,Dundee United,Celtic,2.0,2.0,D
SC0,08-11-1994,Falkirk,Kilmarnock,3.0,3.0,D
SC0,08-11-1994,Motherwell,Dundee United,1.0,1.0,D
SC0,09-11-1994,Aberdeen,Hibernian,0.0,0.0,D
SC0,09-11-1994,Celtic,Partick,0.0,0.0,D
SC0,09-11-1994,Hearts,Rangers,1.0,1.0,D
SC0,19-11-1994,Rangers,Falkirk,1.0,1.0,D
SC0,19-11-1994,Partick,Aberdeen,2.0,1.0,H
SC0,19-11-1994,Hibernian,Motherwell,2.0,2.0,D
SC0,19-11-1994,Dundee United,Hearts,5.0,2.0,H
SC0,19-11-1994,Kilmarnock,Celtic,0.0,0.0,D
SC0,25-11-1994,Rangers,Aberdeen,1.0,0.0,H
SC0,26-11-1994,Falkirk,Dundee United,1.0,3.0,A
SC0,26-11-1994,Kilmarnock,Hearts,3.0,1.0,H
SC0,26-11-1994,Motherwell,Partick,3.0,1.0,H
SC0,27-11-1994,Hibernian,Celtic,1.0,1.0,D
SC0,03-12-1994,Hearts,Falkirk,1.0,1.0,D
SC0,03-12-1994,Partick,Hibernian,2.0,2.0,D
SC0,03-12-1994,Aberdeen,Kilmarnock,0.0,1.0,A
SC0,03-12-1994,Celtic,Motherwell,2.0,2.0,D
SC0,04-12-1994,Dundee United,Rangers,0.0,3.0,A
SC0,10-12-1994,Hibernian,Falkirk,2.0,2.0,D
SC0,10-12-1994,Kilmarnock,Rangers,1.0,2.0,A
SC0,10-12-1994,Motherwell,Aberdeen,0.0,1.0,A
SC0,26-12-1994,Aberdeen,Celtic,0.0,0.0,D
SC0,26-12-1994,Dundee United,Kilmarnock,2.0,2.0,D
SC0,26-12-1994,Falkirk,Motherwell,0.0,1.0,A
SC0,26-12-1994,Hearts,Partick,3.0,0.0,H
SC0,26-12-1994,Rangers,Hibernian,2.0,0.0,H
SC0,31-12-1994,Partick,Kilmarnock,2.0,2.0,D
SC0,31-12-1994,Motherwell,Rangers,1.0,3.0,A
SC0,31-12-1994,Hibernian,Dundee United,4.0,0.0,H
SC0,31-12-1994,Celtic,Falkirk,2.0,0.0,H
SC0,31-12-1994,Aberdeen,Hearts,3.0,1.0,H
SC0,02-01-1995,Dundee United,Aberdeen,0.0,0.0,D
SC0,04-01-1995,Rangers,Celtic,1.0,1.0,D
SC0,07-01-1995,Aberdeen,Falkirk,0.0,0.0,D
SC0,07-01-1995,Celtic,Dundee United,1.0,1.0,D
SC0,07-01-1995,Hibernian,Kilmarnock,2.0,1.0,H
SC0,07-01-1995,Partick,Rangers,1.0,1.0,D
SC0,08-01-1995,Motherwell,Hearts,1.0,2.0,A
SC0,11-01-1995,Celtic,Hearts,1.0,1.0,D
SC0,13-01-1995,Motherwell,Hibernian,0.0,0.0,D
SC0,14-01-1995,Aberdeen,Partick,3.0,1.0,H
SC0,14-01-1995,Celtic,Kilmarnock,2.0,1.0,H
SC0,14-01-1995,Falkirk,Rangers,2.0,3.0,A
SC0,14-01-1995,Hearts,Dundee United,2.0,0.0,H
SC0,17-01-1995,Falkirk,Partick,1.0,3.0,A
SC0,17-01-1995,Kilmarnock,Motherwell,2.0,0.0,H
SC0,18-01-1995,Hearts,Hibernian,2.0,0.0,H
SC0,21-01-1995,Partick,Celtic,0.0,0.0,D
SC0,21-01-1995,Kilmarnock,Falkirk,2.0,1.0,H
SC0,21-01-1995,Rangers,Hearts,1.0,0.0,H
SC0,21-01-1995,Dundee United,Motherwell,6.0,1.0,H
SC0,21-01-1995,Hibernian,Aberdeen,4.0,2.0,H
SC0,04-02-1995,Falkirk,Hearts,2.0,0.0,H
SC0,04-02-1995,Hibernian,Partick,1.0,2.0,A
SC0,04-02-1995,Kilmarnock,Aberdeen,3.0,1.0,H
SC0,04-02-1995,Motherwell,Celtic,1.0,0.0,H
SC0,04-02-1995,Rangers,Dundee United,1.0,1.0,D
SC0,11-02-1995,Celtic,Hibernian,2.0,2.0,D
SC0,11-02-1995,Hearts,Kilmarnock,2.0,2.0,D
SC0,12-02-1995,Aberdeen,Rangers,2.0,0.0,H
SC0,21-02-1995,Dundee United,Falkirk,1.0,0.0,H
SC0,25-02-1995,Rangers,Kilmarnock,3.0,0.0,H
SC0,25-02-1995,Hearts,Celtic,1.0,1.0,D
SC0,25-02-1995,Dundee United,Partick,2.0,0.0,H
SC0,25-02-1995,Aberdeen,Motherwell,0.0,2.0,A
SC0,25-02-1995,Falkirk,Hibernian,1.0,0.0,H
SC0,04-03-1995,Hibernian,Rangers,1.0,1.0,D
SC0,04-03-1995,Kilmarnock,Dundee United,2.0,0.0,H
SC0,05-03-1995,Celtic,Aberdeen,2.0,0.0,H
SC0,07-03-1995,Motherwell,Falkirk,2.0,2.0,D
SC0,07-03-1995,Partick,Dundee United,2.0,0.0,H
SC0,10-03-1995,Partick,Aberdeen,2.0,2.0,D
SC0,10-03-1995,Rangers,Falkirk,2.0,2.0,D
SC0,15-03-1995,Partick,Motherwell,0.0,0.0,D
SC0,18-03-1995,Motherwell,Dundee United,2.0,1.0,H
SC0,18-03-1995,Aberdeen,Hibernian,0.0,0.0,D
SC0,18-03-1995,Hearts,Rangers,2.0,1.0,H
SC0,21-03-1995,Dundee United,Hearts,1.0,1.0,D
SC0,21-03-1995,Kilmarnock,Celtic,0.0,1.0,A
SC0,22-03-1995,Hibernian,Motherwell,2.0,0.0,H
SC0,25-03-1995,Falkirk,Kilmarnock,2.0,0.0,H
SC0,01-04-1995,Aberdeen,Kilmarnock,0.0,1.0,A
SC0,01-04-1995,Celtic,Motherwell,1.0,1.0,D
SC0,01-04-1995,Dundee United,Rangers,0.0,2.0,A
SC0,01-04-1995,Hearts,Falkirk,0.0,1.0,A
SC0,01-04-1995,Partick,Hibernian,2.0,2.0,D
SC0,04-04-1995,Partick,Hearts,3.0,1.0,H
SC0,08-04-1995,Falkirk,Dundee United,3.0,1.0,H
SC0,08-04-1995,Motherwell,Partick,1.0,2.0,A
SC0,08-04-1995,Rangers,Aberdeen,3.0,2.0,H
SC0,09-04-1995,Kilmarnock,Hearts,3.0,2.0,H
SC0,15-04-1995,Aberdeen,Celtic,2.0,0.0,H
SC0,15-04-1995,Dundee United,Kilmarnock,1.0,2.0,A
SC0,15-04-1995,Falkirk,Motherwell,3.0,0.0,H
SC0,15-04-1995,Hearts,Partick,0.0,1.0,A
SC0,16-04-1995,Rangers,Hibernian,3.0,1.0,H
SC0,18-04-1995,Partick,Dundee United,1.0,3.0,A
SC0,18-04-1995,Motherwell,Aberdeen,2.0,1.0,H
SC0,19-04-1995,Celtic,Hearts,0.0,1.0,A
SC0,19-04-1995,Hibernian,Falkirk,0.0,2.0,A
SC0,20-04-1995,Kilmarnock,Rangers,0.0,1.0,A
SC0,29-04-1995,Dundee United,Hibernian,0.0,1.0,A
SC0,29-04-1995,Falkirk,Celtic,1.0,2.0,A
SC0,29-04-1995,Hearts,Aberdeen,1.0,2.0,A
SC0,29-04-1995,Kilmarnock,Partick,0.0,0.0,D
SC0,29-04-1995,Rangers,Motherwell,0.0,2.0,A
SC0,02-05-1995,Celtic,Partick,1.0,3.0,A
SC0,06-05-1995,Partick,Falkirk,0.0,0.0,D
SC0,06-05-1995,Motherwell,Kilmarnock,2.0,0.0,H
SC0,06-05-1995,Aberdeen,Dundee United,2.0,1.0,H
SC0,06-05-1995,Hibernian,Hearts,3.0,1.0,H
SC0,07-05-1995,Celtic,Rangers,3.0,0.0,H
SC0,10-05-1995,Hibernian,Celtic,1.0,1.0,D
SC0,13-05-1995,Kilmarnock,Hibernian,1.0,2.0,A
SC0,13-05-1995,Dundee United,Celtic,0.0,1.0,A
SC0,13-05-1995,Falkirk,Aberdeen,0.0,2.0,A
SC0,13-05-1995,Hearts,Motherwell,2.0,0.0,H
SC0,13-05-1995,Rangers,Partick,1.0,1.0,D
SC0,26-08-1995,Rangers,Kilmarnock,1.0,0.0,H
SC0,26-08-1995,Raith Rvs,Celtic,0.0,1.0,A
SC0,26-08-1995,Falkirk,Aberdeen,2.0,3.0,A
SC0,26-08-1995,Hearts,Motherwell,1.0,1.0,D
SC0,26-08-1995,Partick,Hibernian,1.0,1.0,D
SC0,09-09-1995,Hearts,Falkirk,4.0,1.0,H
SC0,09-09-1995,Kilmarnock,Hibernian,0.0,3.0,A
SC0,09-09-1995,Motherwell,Partick,1.0,1.0,D
SC0,09-09-1995,Rangers,Raith Rvs,4.0,0.0,H
SC0,10-09-1995,Aberdeen,Celtic,2.0,3.0,A
SC0,16-09-1995,Raith Rvs,Kilmarnock,2.0,0.0,H
SC0,16-09-1995,Hibernian,Aberdeen,1.0,1.0,D
SC0,16-09-1995,Partick,Hearts,2.0,0.0,H
SC0,16-09-1995,Celtic,Motherwell,1.0,1.0,D
SC0,16-09-1995,Falkirk,Rangers,0.0,2.0,A
SC0,23-09-1995,Falkirk,Motherwell,0.0,0.0,D
SC0,23-09-1995,Hearts,Celtic,0.0,4.0,A
SC0,23-09-1995,Kilmarnock,Aberdeen,1.0,2.0,A
SC0,23-09-1995,Raith Rvs,Partick,3.0,1.0,H
SC0,23-09-1995,Rangers,Hibernian,0.0,1.0,A
SC0,30-09-1995,Motherwell,Kilmarnock,3.0,0.0,H
SC0,30-09-1995,Aberdeen,Raith Rvs,3.0,0.0,H
SC0,30-09-1995,Celtic,Rangers,0.0,2.0,A
SC0,30-09-1995,Partick,Falkirk,1.0,1.0,D
SC0,01-10-1995,Hibernian,Hearts,2.0,2.0,D
SC0,03-10-1995,Rangers,Motherwell,2.0,1.0,H
SC0,04-10-1995,Falkirk,Celtic,0.0,1.0,A
SC0,04-10-1995,Hearts,Aberdeen,1.0,2.0,A
SC0,04-10-1995,Partick,Kilmarnock,1.0,1.0,D
SC0,04-10-1995,Raith Rvs,Hibernian,3.0,0.0,H
SC0,07-10-1995,Aberdeen,Rangers,0.0,1.0,A
SC0,07-10-1995,Celtic,Partick,2.0,1.0,H
SC0,07-10-1995,Hibernian,Falkirk,2.0,1.0,H
SC0,07-10-1995,Kilmarnock,Hearts,3.0,1.0,H
SC0,07-10-1995,Motherwell,Raith Rvs,0.0,2.0,A
SC0,14-10-1995,Partick,Rangers,0.0,4.0,A
SC0,14-10-1995,Motherwell,Aberdeen,2.0,1.0,H
SC0,14-10-1995,Celtic,Hibernian,2.0,2.0,D
SC0,14-10-1995,Falkirk,Kilmarnock,0.0,2.0,A
SC0,14-10-1995,Hearts,Raith Rvs,4.0,2.0,H
SC0,21-10-1995,Aberdeen,Partick,3.0,0.0,H
SC0,21-10-1995,Hibernian,Motherwell,4.0,2.0,H
SC0,21-10-1995,Kilmarnock,Celtic,0.0,0.0,D
SC0,21-10-1995,Raith Rvs,Falkirk,0.0,1.0,A
SC0,21-10-1995,Rangers,Hearts,4.0,1.0,H
SC0,28-10-1995,Raith Rvs,Rangers,2.0,2.0,D
SC0,28-10-1995,Partick,Motherwell,1.0,0.0,H
SC0,28-10-1995,Falkirk,Hearts,2.0,0.0,H
SC0,28-10-1995,Hibernian,Kilmarnock,2.0,0.0,H
SC0,28-10-1995,Celtic,Aberdeen,2.0,0.0,H
SC0,04-11-1995,Aberdeen,Hibernian,1.0,2.0,A
SC0,04-11-1995,Hearts,Partick,3.0,0.0,H
SC0,04-11-1995,Kilmarnock,Raith Rvs,5.0,1.0,H
SC0,04-11-1995,Motherwell,Celtic,0.0,2.0,A
SC0,04-11-1995,Rangers,Falkirk,2.0,0.0,H
SC0,07-11-1995,Motherwell,Hearts,0.0,0.0,D
SC0,08-11-1995,Celtic,Raith Rvs,0.0,0.0,D
SC0,08-11-1995,Kilmarnock,Rangers,0.0,2.0,A
SC0,08-11-1995,Aberdeen,Falkirk,3.0,1.0,H
SC0,11-11-1995,Falkirk,Hibernian,2.0,0.0,H
SC0,11-11-1995,Hearts,Kilmarnock,2.0,1.0,H
SC0,11-11-1995,Partick,Celtic,1.0,2.0,A
SC0,11-11-1995,Raith Rvs,Motherwell,0.0,0.0,D
SC0,11-11-1995,Rangers,Aberdeen,1.0,1.0,D
SC0,19-11-1995,Hearts,Hibernian,2.0,1.0,H
SC0,19-11-1995,Rangers,Celtic,3.0,3.0,D
SC0,20-11-1995,Kilmarnock,Motherwell,1.0,1.0,D
SC0,20-11-1995,Falkirk,Partick,0.0,1.0,A
SC0,20-11-1995,Raith Rvs,Aberdeen,1.0,0.0,H
SC0,22-11-1995,Hibernian,Partick,3.0,0.0,H
SC0,25-11-1995,Celtic,Hearts,3.0,1.0,H
SC0,25-11-1995,Hibernian,Rangers,1.0,4.0,A
SC0,25-11-1995,Motherwell,Falkirk,1.0,1.0,D
SC0,25-11-1995,Partick,Raith Rvs,0.0,2.0,A
SC0,02-12-1995,Celtic,Kilmarnock,4.0,2.0,H
SC0,02-12-1995,Falkirk,Raith Rvs,2.0,1.0,H
SC0,02-12-1995,Hearts,Rangers,0.0,2.0,A
SC0,02-12-1995,Motherwell,Hibernian,0.0,2.0,A
SC0,02-12-1995,Partick,Aberdeen,1.0,0.0,H
SC0,09-12-1995,Rangers,Partick,1.0,0.0,H
SC0,09-12-1995,Raith Rvs,Hearts,1.0,1.0,D
SC0,09-12-1995,Aberdeen,Motherwell,1.0,0.0,H
SC0,09-12-1995,Hibernian,Celtic,0.0,4.0,A
SC0,09-12-1995,Kilmarnock,Falkirk,4.0,0.0,H
SC0,12-12-1995,Aberdeen,Kilmarnock,4.0,1.0,H
SC0,16-12-1995,Hibernian,Raith Rvs,1.0,2.0,A
SC0,16-12-1995,Aberdeen,Hearts,1.0,2.0,A
SC0,16-12-1995,Celtic,Falkirk,1.0,0.0,H
SC0,16-12-1995,Kilmarnock,Partick,2.0,1.0,H
SC0,19-12-1995,Motherwell,Rangers,0.0,0.0,D
SC0,26-12-1995,Rangers,Kilmarnock,3.0,0.0,H
SC0,30-12-1995,Rangers,Hibernian,7.0,0.0,H
SC0,01-01-1996,Hibernian,Hearts,2.0,1.0,H
SC0,03-01-1996,Celtic,Rangers,0.0,0.0,D
SC0,06-01-1996,Celtic,Motherwell,1.0,0.0,H
SC0,06-01-1996,Falkirk,Rangers,0.0,4.0,A
SC0,06-01-1996,Partick,Hearts,0.0,1.0,A
SC0,06-01-1996,Raith Rvs,Kilmarnock,1.0,1.0,D
SC0,08-01-1996,Hibernian,Aberdeen,1.0,2.0,A
SC0,09-01-1996,Partick,Falkirk,0.0,3.0,A
SC0,09-01-1996,Raith Rvs,Celtic,1.0,3.0,A
SC0,10-01-1996,Hearts,Motherwell,4.0,0.0,H
SC0,13-01-1996,Rangers,Raith Rvs,4.0,0.0,H
SC0,13-01-1996,Motherwell,Partick,0.0,2.0,A
SC0,13-01-1996,Hearts,Falkirk,2.0,1.0,H
SC0,13-01-1996,Kilmarnock,Hibernian,3.0,2.0,H
SC0,14-01-1996,Aberdeen,Celtic,1.0,2.0,A
SC0,16-01-1996,Falkirk,Aberdeen,1.0,1.0,D
SC0,16-01-1996,Motherwell,Kilmarnock,0.0,1.0,A
SC0,16-01-1996,Partick,Hibernian,0.0,0.0,D
SC0,17-01-1996,Hearts,Celtic,1.0,2.0,A
SC0,20-01-1996,Rangers,Hearts,0.0,3.0,A
SC0,20-01-1996,Kilmarnock,Celtic,0.0,0.0,D
SC0,20-01-1996,Raith Rvs,Falkirk,1.0,0.0,H
SC0,20-01-1996,Aberdeen,Partick,1.0,0.0,H
SC0,20-01-1996,Hibernian,Motherwell,0.0,0.0,D
SC0,23-01-1996,Falkirk,Motherwell,0.0,1.0,A
SC0,23-01-1996,Kilmarnock,Aberdeen,1.0,1.0,D
SC0,23-01-1996,Raith Rvs,Partick,0.0,2.0,A
SC0,03-02-1996,Celtic,Hibernian,2.0,1.0,H
SC0,03-02-1996,Falkirk,Kilmarnock,4.0,2.0,H
SC0,03-02-1996,Hearts,Raith Rvs,2.0,0.0,H
SC0,03-02-1996,Partick,Rangers,1.0,2.0,A
SC0,07-02-1996,Aberdeen,Raith Rvs,1.0,0.0,H
SC0,10-02-1996,Hearts,Aberdeen,1.0,3.0,A
SC0,10-02-1996,Rangers,Motherwell,3.0,2.0,H
SC0,10-02-1996,Raith Rvs,Hibernian,1.0,0.0,H
SC0,10-02-1996,Falkirk,Celtic,0.0,0.0,D
SC0,10-02-1996,Partick,Kilmarnock,0.0,1.0,A
SC0,13-02-1996,Motherwell,Aberdeen,1.0,0.0,H
SC0,24-02-1996,Motherwell,Raith Rvs,1.0,0.0,H
SC0,24-02-1996,Celtic,Partick,4.0,0.0,H
SC0,24-02-1996,Hibernian,Falkirk,2.0,1.0,H
SC0,24-02-1996,Kilmarnock,Hearts,0.0,2.0,A
SC0,25-02-1996,Aberdeen,Rangers,0.0,1.0,A
SC0,02-03-1996,Partick,Raith Rvs,0.0,3.0,A
SC0,02-03-1996,Motherwell,Falkirk,1.0,0.0,H
SC0,02-03-1996,Celtic,Hearts,4.0,0.0,H
SC0,02-03-1996,Aberdeen,Kilmarnock,3.0,0.0,H
SC0,03-03-1996,Hibernian,Rangers,0.0,2.0,A
SC0,16-03-1996,Falkirk,Partick,1.0,2.0,A
SC0,16-03-1996,Hearts,Hibernian,1.0,1.0,D
SC0,16-03-1996,Kilmarnock,Motherwell,0.0,1.0,A
SC0,16-03-1996,Raith Rvs,Aberdeen,2.0,2.0,D
SC0,17-03-1996,Rangers,Celtic,1.0,1.0,D
SC0,23-03-1996,Motherwell,Celtic,0.0,0.0,D
SC0,23-03-1996,Kilmarnock,Raith Rvs,2.0,0.0,H
SC0,23-03-1996,Rangers,Falkirk,3.0,2.0,H
SC0,23-03-1996,Aberdeen,Hibernian,2.0,1.0,H
SC0,23-03-1996,Hearts,Partick,2.0,5.0,A
SC0,30-03-1996,Falkirk,Hearts,0.0,2.0,A
SC0,30-03-1996,Hibernian,Kilmarnock,1.0,1.0,D
SC0,30-03-1996,Partick,Motherwell,0.0,2.0,A
SC0,30-03-1996,Raith Rvs,Rangers,2.0,4.0,A
SC0,01-04-1996,Celtic,Aberdeen,5.0,0.0,H
SC0,06-04-1996,Falkirk,Raith Rvs,2.0,3.0,A
SC0,06-04-1996,Motherwell,Hibernian,3.0,0.0,H
SC0,10-04-1996,Celtic,Kilmarnock,1.0,1.0,D
SC0,10-04-1996,Hearts,Rangers,2.0,0.0,H
SC0,13-04-1996,Rangers,Partick,5.0,0.0,H
SC0,13-04-1996,Raith Rvs,Hearts,1.0,3.0,A
SC0,13-04-1996,Aberdeen,Motherwell,2.0,1.0,H
SC0,13-04-1996,Kilmarnock,Falkirk,1.0,0.0,H
SC0,14-04-1996,Hibernian,Celtic,1.0,2.0,A
SC0,16-04-1996,Partick,Aberdeen,1.0,1.0,D
SC0,20-04-1996,Aberdeen,Hearts,1.0,1.0,D
SC0,20-04-1996,Celtic,Falkirk,4.0,0.0,H
SC0,20-04-1996,Hibernian,Raith Rvs,1.0,1.0,D
SC0,20-04-1996,Kilmarnock,Partick,2.0,1.0,H
SC0,20-04-1996,Motherwell,Rangers,1.0,3.0,A
SC0,27-04-1996,Hearts,Kilmarnock,1.0,0.0,H
SC0,27-04-1996,Falkirk,Hibernian,1.0,1.0,D
SC0,27-04-1996,Partick,Celtic,2.0,4.0,A
SC0,27-04-1996,Raith Rvs,Motherwell,2.0,0.0,H
SC0,28-04-1996,Rangers,Aberdeen,3.0,1.0,H
SC0,04-05-1996,Kilmarnock,Rangers,0.0,3.0,A
SC0,04-05-1996,Hibernian,Partick,1.0,0.0,H
SC0,04-05-1996,Motherwell,Hearts,1.0,1.0,D
SC0,04-05-1996,Aberdeen,Falkirk,2.0,1.0,H
SC0,04-05-1996,Celtic,Raith Rvs,4.0,1.0,H
SC0,10-08-1996,Rangers,Raith Rvs,1.0,0.0,H
SC0,10-08-1996,Hibernian,Kilmarnock,1.0,2.0,A
SC0,10-08-1996,Dundee United,Motherwell,1.0,1.0,D
SC0,10-08-1996,Aberdeen,Celtic,2.0,2.0,D
SC0,17-08-1996,Celtic,Raith Rvs,4.0,1.0,H
SC0,17-08-1996,Dundee United,Hibernian,0.0,1.0,A
SC0,17-08-1996,Dunfermline,Rangers,2.0,5.0,A
SC0,17-08-1996,Hearts,Kilmarnock,3.0,2.0,H
SC0,17-08-1996,Motherwell,Aberdeen,2.0,2.0,D
SC0,24-08-1996,Rangers,Dundee United,1.0,0.0,H
SC0,24-08-1996,Raith Rvs,Motherwell,0.0,3.0,A
SC0,24-08-1996,Hibernian,Dunfermline,0.0,0.0,D
SC0,24-08-1996,Kilmarnock,Celtic,1.0,3.0,A
SC0,25-08-1996,Aberdeen,Hearts,4.0,0.0,H
SC0,07-09-1996,Celtic,Hibernian,5.0,0.0,H
SC0,07-09-1996,Hearts,Dundee United,1.0,0.0,H
SC0,07-09-1996,Kilmarnock,Dunfermline,2.0,2.0,D
SC0,07-09-1996,Motherwell,Rangers,0.0,1.0,A
SC0,07-09-1996,Raith Rvs,Aberdeen,1.0,4.0,A
SC0,10-09-1996,Dunfermline,Hearts,2.0,1.0,H
SC0,14-09-1996,Hibernian,Raith Rvs,1.0,0.0,H
SC0,14-09-1996,Dunfermline,Motherwell,1.0,1.0,D
SC0,14-09-1996,Rangers,Hearts,3.0,0.0,H
SC0,14-09-1996,Aberdeen,Kilmarnock,3.0,0.0,H
SC0,14-09-1996,Dundee United,Celtic,1.0,2.0,A
SC0,21-09-1996,Aberdeen,Hibernian,0.0,2.0,A
SC0,21-09-1996,Celtic,Dunfermline,5.0,1.0,H
SC0,21-09-1996,Hearts,Motherwell,1.0,1.0,D
SC0,21-09-1996,Kilmarnock,Rangers,1.0,4.0,A
SC0,21-09-1996,Raith Rvs,Dundee United,3.0,2.0,H
SC0,28-09-1996,Motherwell,Kilmarnock,1.0,0.0,H
SC0,28-09-1996,Hibernian,Hearts,1.0,3.0,A
SC0,28-09-1996,Rangers,Celtic,2.0,0.0,H
SC0,28-09-1996,Dundee United,Aberdeen,1.0,0.0,H
SC0,28-09-1996,Dunfermline,Raith Rvs,3.0,1.0,H
SC0,12-10-1996,Aberdeen,Dunfermline,3.0,0.0,H
SC0,12-10-1996,Celtic,Motherwell,1.0,0.0,H
SC0,12-10-1996,Dundee United,Kilmarnock,0.0,0.0,D
SC0,12-10-1996,Hibernian,Rangers,2.0,1.0,H
SC0,12-10-1996,Raith Rvs,Hearts,1.0,1.0,D
SC0,19-10-1996,Dunfermline,Dundee United,1.0,1.0,D
SC0,19-10-1996,Kilmarnock,Raith Rvs,2.0,1.0,H
SC0,19-10-1996,Motherwell,Hibernian,1.0,1.0,D
SC0,19-10-1996,Rangers,Aberdeen,2.0,2.0,D
SC0,20-10-1996,Hearts,Celtic,2.0,2.0,D
SC0,26-10-1996,Rangers,Motherwell,5.0,0.0,H
SC0,26-10-1996,Hibernian,Celtic,0.0,4.0,A
SC0,26-10-1996,Dunfermline,Kilmarnock,2.0,1.0,H
SC0,26-10-1996,Dundee United,Hearts,1.0,0.0,H
SC0,26-10-1996,Aberdeen,Raith Rvs,1.0,0.0,H
SC0,01-11-1996,Kilmarnock,Hibernian,4.0,2.0,H
SC0,02-11-1996,Celtic,Aberdeen,1.0,0.0,H
SC0,02-11-1996,Hearts,Dunfermline,2.0,0.0,H
SC0,02-11-1996,Motherwell,Dundee United,1.0,3.0,A
SC0,02-11-1996,Raith Rvs,Rangers,2.0,2.0,D
SC0,11-11-1996,Motherwell,Hearts,0.0,2.0,A
SC0,14-11-1996,Celtic,Rangers,0.0,1.0,A
SC0,16-11-1996,Raith Rvs,Dunfermline,1.0,2.0,A
SC0,16-11-1996,Kilmarnock,Motherwell,2.0,4.0,A
SC0,16-11-1996,Hearts,Hibernian,0.0,0.0,D
SC0,16-11-1996,Aberdeen,Dundee United,3.0,3.0,D
SC0,23-11-1996,Dundee United,Raith Rvs,1.0,2.0,A
SC0,23-11-1996,Hibernian,Aberdeen,0.0,1.0,A
SC0,30-11-1996,Celtic,Hearts,2.0,2.0,D
